a,tweets

2022-02-19 13:51:35+00:00,"b'RT @COVIDnewsfast: BREAKING: President Joe Biden has extended the COVID-19 national emergency for the US, citing ""a continued threat to pub\xe2\x80\xa6'"

2022-02-19 13:51:35+00:00,b'RT @DGHisham: Ivermectin does not prevent severe outcomes in #COVID. Malaysia I-TECH randomised trial @KKMPutrajaya @ICR_NIH findings publi\xe2\x80\xa6'

2022-02-19 13:51:34+00:00,"b'RT @anew125ontario: @EVERGLOW_STAFF It says though ONDA got negative results from COVID-19 tests, since she met the person who got positive\xe2\x80\xa6'"

2022-02-19 13:51:32+00:00,"b'RT @Numbers28: Over the last few months, no less than 5 conservative radio talk show hosts who urged their audiences to avoid the vaccines\xe2\x80\xa6'"

2022-02-19 13:51:32+00:00,b'RT @BharatBiotech: COVAXIN\xe2\x93\x87 will be evaluated as a COVID-19 vaccine candidate in the United States. \n\n#COVID19 #COVAXIN #VaccineMandate #Bh\xe2\x80\xa6'

2022-02-19 13:51:32+00:00,"b'RT @cancivlib: Today, we filed an application for judicial review in federal court requesting an order quashing the Emergency Proclamation\xe2\x80\xa6'"

2022-02-19 13:51:32+00:00,b'RT @BharatBiotech: COVAXIN\xe2\x93\x87 will be evaluated as a COVID-19 vaccine candidate in the United States. \n\n#COVID19 #COVAXIN #VaccineMandate #Bh\xe2\x80\xa6'

2022-02-19 13:51:32+00:00,b'RT @KoaTheGreat: NEW \xe2\x80\x94 A clinical trial regional director filed a $2 billion lawsuit against Pfizer &amp; BioNTech alleging the pharmaceutical\xe2\x80\xa6'

2022-02-19 13:51:31+00:00,b'Bill Gates says the chances of catching a severe infection from COVID-19 are dramatically lower but he believes ano\xe2\x80\xa6 https://t.co/u3FzUBe6OG'

2022-02-19 13:51:30+00:00,"b'@Paulatics @merry123459 Premier Ford Nation Ford to Covid-19:\n""I am done with Covid""\nCovid-19 to Premier Ford Natio\xe2\x80\xa6 https://t.co/bPKBWu1aHD'"

2022-02-19 13:51:30+00:00,b'RT @DJTTracker: BREAKING: A judge in Massachusetts has blocked the city of Boston from imposing a COVID-19 vaccination mandate on public sa\xe2\x80\xa6'

2022-02-19 13:51:30+00:00,"b'#MayorMichelleWu ended #Boston\xe2\x80\x99s proof-of-vaccination requirement for indoor dining, gyms, and entertainment venues\xe2\x80\xa6 https://t.co/d3x2X0kH2I'"

2022-02-19 13:51:30+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:51:30+00:00,b'RT @NickSawyerMD: COVID-19 disinformation campaign is the 2nd Big Lie. \nAmerica\xe2\x80\x99s Frontline Doctors created by the Trump Campaign. Malone h\xe2\x80\xa6'

2022-02-19 13:51:29+00:00,b'@nycguidovoice Dr vajaina could you pls shine a lite on jean luc Brunels mysterious death after taking the covid 19 vaccine??'

2022-02-19 13:51:28+00:00,b'@DelGlennDavis @ChapPetersen @Dunnavant4VA @Dunnavant4VA is brilliant.  Very \xe2\x80\x98special.\xe2\x80\x99\nhttps://t.co/HgL10O3FAZ'

2022-02-19 13:51:28+00:00,"b'[8/15] As protests over COVID-19 mandates swept across Canada, @JustinTrudeau threatened to freeze citizens\xe2\x80\x99 bank a\xe2\x80\xa6 https://t.co/Q0bKe3guvZ'"

2022-02-19 13:51:28+00:00,"b'RT @_ShrutiST: Allowing covid to ""spread in an unmonitored and unfettered manner will be damaging to the health of millions"" @TheBMA has sa\xe2\x80\xa6'"

2022-02-19 13:51:27+00:00,"b'RT @NME: ""The virus got nothing on me,"" TXT\'s Yeonjun told fans of COVID-19 https://t.co/TM2h62JYWt'"

2022-02-19 13:51:26+00:00,b'Schedule your COVID-19 Booster today. Visit https://t.co/65K7gM4uOf to reserve your spot.\n\n#LocalPharmacy\xe2\x80\xa6 https://t.co/h3Ag2wobn3'

2022-02-19 13:51:26+00:00,"b'RT @VicGovDH: We thank everyone who got vaccinated and tested yesterday.\n\nOur thoughts are with those in hospital, and the families of peop\xe2\x80\xa6'"

2022-02-19 13:51:25+00:00,"b'RT @goodblackdude: First declared by President Trump on March 13, 2020, the Biden regime announced today that they will be EXTENDING the U.\xe2\x80\xa6'"

2022-02-19 13:51:24+00:00,"b'RT @sailorrooscout: If you needed more proof that vaccines work, Switzerland is reporting COVID-19 deaths by vaccination/booster status. ht\xe2\x80\xa6'"

2022-02-19 13:51:24+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:51:22+00:00,"b'@RachelNM12 @JoeSilverman7 It is a big difference\xe2\x80\xa6 but in today\xe2\x80\x99s political climate, not much.  So many found their\xe2\x80\xa6 https://t.co/PSxwoWJJaW'"

2022-02-19 13:51:22+00:00,"b'RT @goodblackdude: First declared by President Trump on March 13, 2020, the Biden regime announced today that they will be EXTENDING the U.\xe2\x80\xa6'"

2022-02-19 13:51:22+00:00,"b'RT @ANI: COVID-19 | Delhi reports 635 new cases, 2 deaths, and 791 recoveries. Active cases 2617. Cumulative positivity rate 5.16% https://\xe2\x80\xa6'"

2022-02-19 13:51:22+00:00,"b'RT @sputnikvaccine: WSJ: \xe2\x80\x9cPfizer\xe2\x80\x99s Covid-19 Vaccine for Kids Isn\xe2\x80\x99t Working Well Against Omicron So Far, Delaying FDA Review\xe2\x80\x9d\xf0\x9f\x91\x87\n\nhttps://t.co\xe2\x80\xa6'"

2022-02-19 13:51:22+00:00,"b'RT @SecBecerra: Today, I had the honor of meeting the incredible team at @UFHealthJax. They gave me a demonstration of one of their extraco\xe2\x80\xa6'"

2022-02-19 13:51:21+00:00,"b'RT @COVIDnewsfast: BREAKING: President Joe Biden has extended the COVID-19 national emergency for the US, citing ""a continued threat to pub\xe2\x80\xa6'"

2022-02-19 13:51:19+00:00,b'RT @edavis152: ED I am said: @CDCDirector @CDCgov @WHO No mask for kids! You rush to open up for you have not learned spring time April bri\xe2\x80\xa6'

2022-02-19 13:51:17+00:00,"b'RT @Surgeon_General: Update: my 5 year old son, my wife Alice, and I have all tested positive for COVID-19. Our son has a runny nose and lo\xe2\x80\xa6'"

2022-02-19 13:51:17+00:00,"b'RT @translatingTXT: \xf0\x9f\x92\x9b: i heard that you don\xe2\x80\x99t necessarily have to get tested for covid-19 through the nasal test anymore, you can also get\xe2\x80\xa6'"

2022-02-19 13:51:15+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:51:15+00:00,"b""RT @beth43397695: \xe2\x80\x99Don't rape me with a vaccine\xe2\x80\x99 - SACP leader slams forced Covid-19 vaccination https://t.co/clGTRhgUEZ"""

2022-02-19 13:51:14+00:00,b'RT @ANI: COVAXIN will be evaluated as a COVID-19 vaccine candidate in the United States: Bharat Biotech https://t.co/llgAZfN02U'

2022-02-19 13:51:13+00:00,b'RT @erinpdoherty: A growing number of college presidents are leaving their jobs after two grueling years trying to navigate their schools t\xe2\x80\xa6'

2022-02-19 13:51:13+00:00,"b""RT @CNN: The antiparasitic drug ivermectin doesn't prevent severe disease from Covid-19 any more effectively than symptom management and cl\xe2\x80\xa6"""

2022-02-19 13:51:12+00:00,b'RT @FoxNews: Sen. Roger Wicker announces he tested positive for COVID-19 a second time\nhttps://t.co/Rk85Tb8np5'

2022-02-19 13:51:11+00:00,"b'RT @Numbers28: Over the last few months, no less than 5 conservative radio talk show hosts who urged their audiences to avoid the vaccines\xe2\x80\xa6'"

2022-02-19 13:51:11+00:00,b'RT @drpatfarrell: Why Covid-19 vaccines are a freaking miracle https://t.co/UiHADG3J5y via @statnews'

2022-02-19 13:51:11+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:51:10+00:00,"b'RT @cancivlib: Today, we filed an application for judicial review in federal court requesting an order quashing the Emergency Proclamation\xe2\x80\xa6'"

2022-02-19 13:51:08+00:00,"b'After so many attempts to avoid contact with COVID-19, finally,  something not to be proud of which I was tested po\xe2\x80\xa6 https://t.co/B3rRHQQoQt'"

2022-02-19 13:51:07+00:00,"b'Covaxin to be evaluated as COVID-19 vaccine candidate in US, says Bharat\xc2\xa0Biotech https://t.co/tzPrBQswOH'"

2022-02-19 13:51:07+00:00,"b'RT @ANI: COVID-19 | Delhi reports 635 new cases, 2 deaths, and 791 recoveries. Active cases 2617. Cumulative positivity rate 5.16% https://\xe2\x80\xa6'"

2022-02-19 13:51:06+00:00,"b'RT @_ShrutiST: Allowing covid to ""spread in an unmonitored and unfettered manner will be damaging to the health of millions"" @TheBMA has sa\xe2\x80\xa6'"

2022-02-19 13:51:06+00:00,"b'@jhoperich @loudlong @RepThomasMassie ""During the nine-month period, 117 children either had a positive test for th\xe2\x80\xa6 https://t.co/cP2maN5heL'"

2022-02-19 13:51:06+00:00,"b'RT @NCLCCG_Enfield: Thank you to our Primary Care colleagues in NCL who have delivered 319,010 COVID-19 boosters so far with 23,948 of thos\xe2\x80\xa6'"

2022-02-19 13:51:05+00:00,"b'RT @Sean_Shinil_Kim: In Australia, to date, in total, 220 have died from Covid-19 as the sole cause of death, while 765 have died from vacc\xe2\x80\xa6'"

2022-02-19 13:51:05+00:00,"b'RT @OCDSB: OCDSB Families: Yesterday we sent an email with public health updates, information about upcoming events and deadlines, and more\xe2\x80\xa6'"

2022-02-19 13:51:05+00:00,b'RT @truism_17: Nebulized Peroxide \xe2\x80\x94 A Simple Remedy for COVID-19 \xe2\x80\x93 Nia Pure Nature https://t.co/zm8c99Rfkc'

2022-02-19 13:51:04+00:00,b'RT @GOP: New from @GOPChairwoman\xe2\xac\x87\xef\xb8\x8f\n\nYour small business was shut down.\n\nYour child has been forced to wear a mask to school.\n\nYour favorite\xe2\x80\xa6'

2022-02-19 13:51:03+00:00,b'This has to be stopped.  Biden is destroying America. \n\nBiden administration extends public health emergency for Co\xe2\x80\xa6 https://t.co/QY4AAN603j'

2022-02-19 13:51:03+00:00,b'RT @WSJ: New York has become the latest state to delay a mandate for healthcare workers to receive Covid-19 vaccine boosters after warnings\xe2\x80\xa6'

2022-02-19 13:51:02+00:00,b'RT @JCPGATA: De Minaur denies paying for fake vax certificate: Australian tennis player Alex de Minaur has denied wrongdoing after being li\xe2\x80\xa6'

2022-02-19 13:51:02+00:00,"b'Free #COVID19 testing February 19, occurring statewide with pop-up sites in Berkeley, Cabell, Jefferson, Lewis, Mar\xe2\x80\xa6 https://t.co/yiI5IBK5fC'"

2022-02-19 13:51:00+00:00,"b'RT @ANI: COVID-19 | Delhi reports 635 new cases, 2 deaths, and 791 recoveries. Active cases 2617. Cumulative positivity rate 5.16% https://\xe2\x80\xa6'"

2022-02-19 13:50:58+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:50:57+00:00,b'RT @GOP: New from @GOPChairwoman\xe2\xac\x87\xef\xb8\x8f\n\nYour small business was shut down.\n\nYour child has been forced to wear a mask to school.\n\nYour favorite\xe2\x80\xa6'

2022-02-19 13:50:57+00:00,"b'RT @fmtoday: 27,808 new Covid-19 cases https://t.co/lkz2QXNiK3'"

2022-02-19 13:50:57+00:00,b'RT @britboy77: Whoever in their wildest dreams back in 2020...would ever imagine covid-19 killing not only human beings...but Democracy in\xe2\x80\xa6'

2022-02-19 13:50:57+00:00,"b""RT @CNN: The antiparasitic drug ivermectin doesn't prevent severe disease from Covid-19 any more effectively than symptom management and cl\xe2\x80\xa6"""

2022-02-19 13:50:55+00:00,b'RT @zchagla: 1.2 billion dollars to test people on arrival. \n\nPeoples turnarounds being over a week.\n\nSo much money lost for such useless t\xe2\x80\xa6'

2022-02-19 13:50:55+00:00,"b'RT @cancivlib: Today, we filed an application for judicial review in federal court requesting an order quashing the Emergency Proclamation\xe2\x80\xa6'"

2022-02-19 13:50:54+00:00,"b""RT @CNN: The antiparasitic drug ivermectin doesn't prevent severe disease from Covid-19 any more effectively than symptom management and cl\xe2\x80\xa6"""

2022-02-19 13:50:53+00:00,b'RT @zchagla: 1.2 billion dollars to test people on arrival. \n\nPeoples turnarounds being over a week.\n\nSo much money lost for such useless t\xe2\x80\xa6'

2022-02-19 13:50:52+00:00,"b'RT @NatGeo: Amid her own health crisis, a photographer sought to portray those most vulnerable to COVID-19\xe2\x80\x94and understand how they\xe2\x80\x99ve manag\xe2\x80\xa6'"

2022-02-19 13:50:52+00:00,b'RT @andylehti: @RudyGiuliani Read Before Commenting. \nhttps://t.co/83VlynMC9c'

2022-02-19 13:50:51+00:00,"b'RT @JudgeClayJ: NEW: Dallas County Reports a Total of 663 New Positive 2019 Novel Coronavirus (COVID-19) Cases and 16 Deaths, Including 154\xe2\x80\xa6'"

2022-02-19 13:50:51+00:00,b'RT @dananessel: We continue to see scams related to COVID-19 surface in Michigan. Let this be a warning to those who try to profit from the\xe2\x80\xa6'

2022-02-19 13:50:50+00:00,"b'RT @goodblackdude: First declared by President Trump on March 13, 2020, the Biden regime announced today that they will be EXTENDING the U.\xe2\x80\xa6'"

2022-02-19 13:50:49+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:50:49+00:00,b'@EVERGLOW_STAFF She met the person who got positive so she took COVID-19 tests and the results were negative. STAY SAFE everyone!'

2022-02-19 13:50:48+00:00,"b'RT @newsmax: Thousands of truck drivers are expected to take part in the coast-to-coast ""People\'s Convoy"" to protest government COVID-19 ma\xe2\x80\xa6'"

2022-02-19 13:50:48+00:00,b'RT @ldnotar: Now in @NatureMedicine our multi-omics study showing distinctive immunopathological signatures of COVID-19 in children and adu\xe2\x80\xa6'

2022-02-19 13:50:47+00:00,"b'RT @JeanneNoble18: ""Subjecting a low-risk group of people to severe restrictions, forbidding them to travel off campus, dine in restaurants\xe2\x80\xa6'"

2022-02-19 13:50:47+00:00,"b'RT @RepTenney: On Monday, New York will begin requiring healthcare workers to receive a booster shot against COVID-19 or lose their jobs. I\xe2\x80\xa6'"

2022-02-19 13:50:46+00:00,"b'RT @cancivlib: Today, we filed an application for judicial review in federal court requesting an order quashing the Emergency Proclamation\xe2\x80\xa6'"

2022-02-19 13:50:44+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:50:40+00:00,"b'Autoantibodies linked to autoimmune diseases associate with COVID-19 outcomes \n\nhttps://t.co/73Qdb71hgH""'"

2022-02-19 13:50:40+00:00,b'RT @KoaTheGreat: NEW \xe2\x80\x94 A clinical trial regional director filed a $2 billion lawsuit against Pfizer &amp; BioNTech alleging the pharmaceutical\xe2\x80\xa6'

2022-02-19 13:50:40+00:00,b'RT @DJTTracker: BREAKING: A judge in Massachusetts has blocked the city of Boston from imposing a COVID-19 vaccination mandate on public sa\xe2\x80\xa6'

2022-02-19 13:50:38+00:00,b'Remember he predicted this pandemic...\n\nBill Gates says the chances of catching a severe infection from COVID-19 ar\xe2\x80\xa6 https://t.co/2bsFc857PX'

2022-02-19 13:50:36+00:00,"b'RT @KateOsborneMP: There are over 500,000 immunocompromised people in the UK. I\xe2\x80\x99ve written to the Prime Minister and the Health Secretary t\xe2\x80\xa6'"

2022-02-19 13:50:35+00:00,b'RT @CureHipHop: I was told they were 100 percent safe &amp; effective https://t.co/eGle0JWOcO'

2022-02-19 13:50:35+00:00,b'RT @WSJ: New York has become the latest state to delay a mandate for healthcare workers to receive Covid-19 vaccine\xe2\x80\xa6 https://t.co/l8CpphKkmI'

2022-02-19 13:50:34+00:00,b'RT @WSJ: New York has become the latest state to delay a mandate for healthcare workers to receive Covid-19 vaccine\xe2\x80\xa6 https://t.co/SvBKCPIJT9'

2022-02-19 13:50:34+00:00,"b'RT @RepThomasMassie: Is anyone still claiming the COVID shots are anything more than a pretreatment? For heaven\xe2\x80\x99s sake, the U.S. Surgeon Ge\xe2\x80\xa6'"

2022-02-19 13:50:34+00:00,b'RT @WSJ: New York has become the latest state to delay a mandate for healthcare workers to receive Covid-19 vaccine\xe2\x80\xa6 https://t.co/ihzZ2vR0GX'

2022-02-19 13:50:34+00:00,b'RT @WSJ: New York has become the latest state to delay a mandate for healthcare workers to receive Covid-19 vaccine\xe2\x80\xa6 https://t.co/cFHO7dT9np'

2022-02-19 13:50:33+00:00,b'RT @WSJ: New York has become the latest state to delay a mandate for healthcare workers to receive Covid-19 vaccine\xe2\x80\xa6 https://t.co/VN8kIMFHFS'

2022-02-19 13:50:31+00:00,"b'RT @COVIDnewsfast: BREAKING: President Joe Biden has extended the COVID-19 national emergency for the US, citing ""a continued threat to pub\xe2\x80\xa6'"

2022-02-19 13:50:30+00:00,"b'RT @SheilaGunnReid: As best I can tell, the crime of mischief now includes being public in your opposition to COVID-19 mandates.'"

2022-02-19 13:50:29+00:00,b'A non-peer-reviewed working paper by economists affiliated with Johns Hopkins University found that lockdowns barel\xe2\x80\xa6 https://t.co/y3VjvthXhF'

2022-02-19 13:50:29+00:00,"b'RT @uskokatwit: @whittakertp @Cdnvotr @fordnation The WHO \n\xe2\x80\x9c\xe2\x80\xa6 just ripping restrictions away without any other plan, to me seems, at the mo\xe2\x80\xa6'"

2022-02-19 13:50:28+00:00,b'RT @steve_hanke: The Swiss government has decided to lift almost all COVID restrictions this week. Good move. Governments are finally reali\xe2\x80\xa6'

2022-02-19 13:50:24+00:00,b'@royal_boosters @xs_khan3 @Nuralitytoken COVID 19 has slowed down many economies around the world but as a crypto b\xe2\x80\xa6 https://t.co/nMzYRvQdsQ'

2022-02-19 13:50:23+00:00,"b'RT @COVID19nCCC: Map of Participating Institutions (N=129) - COVID-19 and Cancer Consortium (#CCC19) [Oct 1, 2021] https://t.co/xqZPC8wTjd\xe2\x80\xa6'"

2022-02-19 13:50:22+00:00,"b'RT @dgurdasani1: This is tragic. Acute COVID-19 ultimately followed 2 wks later by low O2 saturations on minimal exercise, but completely m\xe2\x80\xa6'"

2022-02-19 13:50:15+00:00,"b'IJERPH, Vol. 19, Pages 2430: Different Coping Patterns among US Graduate and Undergraduate Students during COVID-19\xe2\x80\xa6 https://t.co/NQ0YPSymJ8'"

2022-02-19 13:50:14+00:00,"b'RT @_ShrutiST: Allowing covid to ""spread in an unmonitored and unfettered manner will be damaging to the health of millions"" @TheBMA has sa\xe2\x80\xa6'"

2022-02-19 13:50:12+00:00,b'RT @DJTTracker: BREAKING: A new bill proposed by Democrat Assemblywoman Buffy Wicks would require ALL workers in California to be fully vac\xe2\x80\xa6'

2022-02-19 13:50:12+00:00,"b'RT @Garybham: There have been more than 1m excess deaths in the US during the pandemic, according to the CDC. The deaths are mainly attribu\xe2\x80\xa6'"

2022-02-19 13:50:10+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:50:10+00:00,"b""@BhuvenRocks @Ferg 'More tough' you say??\nI've been through COVID-19 three times. \nAlso I've no gf"""

2022-02-19 13:50:10+00:00,"b'RT @BNODesk: Biden extends national emergency for COVID-19, says the pandemic continues to cause significant risk to public health and safe\xe2\x80\xa6'"

2022-02-19 13:50:09+00:00,"b'RT @aafaizli: Ensuring no one is left behind. ProtectHealth together with @MalaysianRC, Malaysian Federation of the Deaf and @KKMPutrajaya\xe2\x80\xa6'"

2022-02-19 13:50:08+00:00,"b""RT @NualaToman: The APG on Disability chaired by @RobbieButlerMLA  will hold a 'Review of the Impact of COVID-19 on d/Deaf &amp; Disabled Peopl\xe2\x80\xa6"""

2022-02-19 13:50:07+00:00,"b'RT @RepThomasMassie: Is anyone still claiming the COVID shots are anything more than a pretreatment? For heaven\xe2\x80\x99s sake, the U.S. Surgeon Ge\xe2\x80\xa6'"

2022-02-19 13:50:04+00:00,"b""RT @DrTinaPeers: 'Vaccination of (healthy) children aged 5 to 11 is not expected to have an impact on the current wave of Omicron infection\xe2\x80\xa6"""

2022-02-19 13:50:04+00:00,"b'RT @JonWorcesterMan: Sajid Javid: Support for 500,000 Immunocompromised People for whom Covid-19 remains a significant risk \n- Sign the Pet\xe2\x80\xa6'"

2022-02-19 13:50:04+00:00,"b""From making India's first Cancer hospital TO donating funds in Covid-19, we are thankful to you Sir!\nlet's get toge\xe2\x80\xa6 https://t.co/TdoYXzVJWM"""

2022-02-19 13:50:04+00:00,"b'RT @JohnCal07276075: It\xe2\x80\x99s taken nearly 8 weeks, but the Covid 19 viral infection which landed me in the ER with Bilateral Covid Pneumonia h\xe2\x80\xa6'"

2022-02-19 13:50:02+00:00,"b'RT @NME: ""The virus got nothing on me,"" TXT\'s Yeonjun told fans of COVID-19 https://t.co/TM2h62JYWt'"

2022-02-19 13:50:02+00:00,"b'RT @MITREcorp: #TeamMITRE Project Leader James O\xe2\x80\x99Neal takes on healthcare challenges, including lifesaving COVID-19 therapeutics.  https://\xe2\x80\xa6'"

2022-02-19 13:50:01+00:00,"b'J&amp;K logs 166 fresh COVID-19 cases, lowest in 47 days, Active cases decline to less than 2300  https://t.co/BbujXT8Jv4'"

2022-02-19 13:50:00+00:00,"b""This is stupid.  \n\nCNN: Ivermectin doesn't prevent severe disease from Covid-19, new study finds.\nhttps://t.co/O4jV9q5uko"""

2022-02-19 13:50:00+00:00,b'Getting the COVID-19 booster shot helps get us back to doing things we love with the people we love. Visit\xe2\x80\xa6 https://t.co/fF2JBiCxl5'

2022-02-19 13:50:00+00:00,b'RT @andrewbostom: Lifespan Rhode Island\xe2\x80\x99s (@RIHospital @MiriamHospital etc.)  \xe2\x80\x9cCovid-19\xe2\x80\x9d ICD codes appear just a tad excessive for public h\xe2\x80\xa6'

2022-02-19 13:49:59+00:00,b'RT @TheStarPhoenix: Scientists at @McMasterU who have developed an inhaled form of COVID vaccine have confirmed it can provide long-lasting\xe2\x80\xa6'

2022-02-19 13:49:58+00:00,b'RT @DJTTracker: BREAKING: A judge in Massachusetts has blocked the city of Boston from imposing a COVID-19 vaccination mandate on public sa\xe2\x80\xa6'

2022-02-19 13:49:58+00:00,b'RT @ANI: COVAXIN will be evaluated as a COVID-19 vaccine candidate in the United States: Bharat Biotech https://t.co/llgAZfN02U'

2022-02-19 13:49:58+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:49:58+00:00,b'RT @IOL: International students express joy at being in Cape\xe2\x80\x99s universities after early Covid-19 issues https://t.co/MbRmXkcwhN'

2022-02-19 13:49:57+00:00,b'RT @GOP: New from @GOPChairwoman\xe2\xac\x87\xef\xb8\x8f\n\nYour small business was shut down.\n\nYour child has been forced to wear a mask to school.\n\nYour favorite\xe2\x80\xa6'

2022-02-19 13:49:56+00:00,b'RT @Reuters: Biden to extend U.S. national emergency due to COVID-19 health risk https://t.co/ilV2VVNQCG https://t.co/ycz806UZcu'

2022-02-19 13:49:55+00:00,"b'RT @BenjaminMMeier: 3,189 Americans died from COVID-19 today,\nas we convinced ourselves the pandemic is over.'"

2022-02-19 13:49:55+00:00,b'J&amp;K reports 166 fresh Covid-19 cases https://t.co/DUJDnGrK62'

2022-02-19 13:49:55+00:00,"b'RT @Wildwilly1000: @Acyn Chippy probably would feel more at home in the Donbas. \n\nTexas, WTF is wrong with you?\nSo, Republicans are pro-lif\xe2\x80\xa6'"

2022-02-19 13:49:55+00:00,"b'RT @msdh: Today MSDH is reporting 1,190 more cases of COVID-19 in Mississippi, 46 deaths, and 160 ongoing outbreaks in long-term care facil\xe2\x80\xa6'"

2022-02-19 13:49:55+00:00,"b""From making India's first Cancer hospital TO donating funds in Covid-19, we are thankful to you Sir!\nlet's get toge\xe2\x80\xa6 https://t.co/HCHGZq2vy4"""

2022-02-19 13:49:54+00:00,"b""New story on NPR: Jennifer Sey could have been the next Levi's CEO. She left over her COVID-19 views https://t.co/GsnbI8ENq0"""

2022-02-19 13:49:54+00:00,b'RT @MinisterKTR: The 19th edition of @BioAsiaOfficial will see a fireside chat between Minister @KTRTRS &amp; @BillGates on a range of themes i\xe2\x80\xa6'

2022-02-19 13:49:53+00:00,b'@wolfblitzer @nytimes Looks like a decrypted message to me tell me something the CDC in the fight against the covid\xe2\x80\xa6 https://t.co/LuUwsI7K66'

2022-02-19 13:49:52+00:00,b'RT @EpochTimes: The @CDCgov says a large percentage of nasal swab PCR tests for #COVID19 were ultimately subjected to genomic sequencing an\xe2\x80\xa6'

2022-02-19 13:49:52+00:00,b'How serious is omicron? What really separates omicron from delta and the other COVID19 variants we\xe2\x80\x99ve seen is how e\xe2\x80\xa6 https://t.co/EysioX3JyJ'

2022-02-19 13:49:51+00:00,"b'RT @aafaizli: Ensuring no one is left behind. ProtectHealth together with @MalaysianRC, Malaysian Federation of the Deaf and @KKMPutrajaya\xe2\x80\xa6'"

2022-02-19 13:49:50+00:00,"b'Anthony Kiedis spreading Covid-19 circa March 2020, colorized \n\n https://t.co/0Bgr0rbH10'"

2022-02-19 13:49:50+00:00,b'RT @elegantft: 6 major world events since 1987. Number 5 will shock you!\n\n1. Berlin Wall collapsed \n\n2. Nelson Mandela freed\n\n3. The Europe\xe2\x80\xa6'

2022-02-19 13:49:49+00:00,b'RT @erinpdoherty: A growing number of college presidents are leaving their jobs after two grueling years trying to navigate their schools t\xe2\x80\xa6'

2022-02-19 13:49:49+00:00,"b""The pandemic was caused by Pangolins. It was a Plangdemic. They're secretly hyper-sentient beings with IQs of over\xe2\x80\xa6 https://t.co/ohXT7soTn5"""

2022-02-19 13:49:48+00:00,"b""RT @CNN: The antiparasitic drug ivermectin doesn't prevent severe disease from Covid-19 any more effectively than symptom management and cl\xe2\x80\xa6"""

2022-02-19 13:49:48+00:00,"b""RT @tripperhead: Anyway, enough about Law Chi-kwong, here's another FDH charity to support! \xf0\x9f\x92\xaa\xf0\x9f\x92\xaa\xf0\x9f\x92\xaa\n\nhttps://t.co/LLjdoC7qdm"""

2022-02-19 13:49:47+00:00,"b'RT @BNODesk: 2 years ago today: The death toll from COVID-19 reaches 2,000. It now stands at 5.9 million'"

2022-02-19 13:49:46+00:00,"b'RT @DrEricDing: 2) There have been more than 1m excess deaths in the US during the pandemic, according to CDC. The deaths are mainly attrib\xe2\x80\xa6'"

2022-02-19 13:49:45+00:00,"b'RT @newsmax: Thousands of truck drivers are expected to take part in the coast-to-coast ""People\'s Convoy"" to protest government COVID-19 ma\xe2\x80\xa6'"

2022-02-19 13:49:45+00:00,b'RT @ANI: COVAXIN will be evaluated as a COVID-19 vaccine candidate in the United States: Bharat Biotech https://t.co/llgAZfN02U'

2022-02-19 13:49:42+00:00,b'RT @WSJ: New York has become the latest state to delay a mandate for healthcare workers to receive Covid-19 vaccine boosters after warnings\xe2\x80\xa6'

2022-02-19 13:49:42+00:00,b'RT @ldnotar: Now in @NatureMedicine our multi-omics study showing distinctive immunopathological signatures of COVID-19 in children and adu\xe2\x80\xa6'

